FECHA_GRUPO;A067_VALOR_(m);A067_VALOR_(m3/s);A067_VALOR_(l/m2)_x;A067_VALOR_(l/m2)_y;A067_VALOR_(l/m2);A152_VALOR_(m);A152_VALOR_(m3/s);A159_VALOR_(m);A159_VALOR_(m3/s);A159_VALOR_(l/m2)_x;A159_VALOR_(l/m2)_y;A159_VALOR_(l/m2);A313_VALOR_(m);A313_VALOR_(m3/s);A323_VALOR_(m);A323_VALOR_(m3/s)
2024-11-30 00:15:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 00:30:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 00:45:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 01:00:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 01:15:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 01:30:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 01:45:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 02:00:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 02:15:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 02:30:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 02:45:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 03:00:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 03:15:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 03:30:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 03:45:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 04:00:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,45;5,8;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 04:15:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 04:30:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 04:45:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,42;4,78;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 05:00:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,42;4,78;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 05:15:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,42;4,78;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 05:30:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 05:45:00;0,32;2,76;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 06:00:00;0,31;2,48;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 06:15:00;0,31;2,48;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,71;6,33
2024-11-30 06:30:00;0,31;2,48;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,71;6,33
2024-11-30 06:45:00;0,31;2,48;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,71;6,33
2024-11-30 07:00:00;0,31;2,48;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,71;6,33
2024-11-30 07:15:00;0,31;2,48;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 07:30:00;0,31;2,48;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 07:45:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,7;5,7
2024-11-30 08:00:00;0,31;2,48;0,0;0,0;0,0;0,2;1,91;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,7;5,7
2024-11-30 08:15:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,7;5,7
2024-11-30 08:30:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,7;5,7
2024-11-30 08:45:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,7;5,7
2024-11-30 09:00:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,7;5,7
2024-11-30 09:15:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,47;5,21;0,7;5,7
2024-11-30 09:30:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,47;5,21;0,7;5,7
2024-11-30 09:45:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 10:00:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 10:15:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 10:30:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 10:45:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 11:00:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 11:15:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 11:30:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 11:45:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 12:00:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 12:15:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 12:30:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 12:45:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 13:00:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 13:15:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 13:30:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,47;5,21;0,71;6,33
2024-11-30 13:45:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 14:00:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 14:15:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 14:30:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 14:45:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 15:00:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 15:15:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 15:30:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 15:45:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 16:00:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 16:15:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 16:30:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 16:45:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 17:00:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,44;5,46;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 17:15:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 17:30:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 17:45:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 18:00:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 18:15:00;0,31;2,48;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 18:30:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 18:45:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 19:00:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 19:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 19:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 19:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 20:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 20:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 20:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 20:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 21:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 21:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 21:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,46;4,93;0,71;6,33
2024-11-30 21:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-11-30 22:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,71;6,33
2024-11-30 22:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-11-30 22:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-11-30 22:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-11-30 23:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-11-30 23:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-11-30 23:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-11-30 23:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 00:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 00:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 00:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 00:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 01:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 01:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 01:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 01:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 02:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 02:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 02:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 02:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 03:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 03:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 03:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 03:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 04:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 04:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 04:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 04:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 05:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 05:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 05:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 05:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 06:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 06:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 06:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 06:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 07:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 07:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 07:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 07:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 08:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 08:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 08:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 08:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 09:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 09:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 09:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 09:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 10:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 10:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 10:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 10:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 11:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 11:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,44;5,46;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 11:30:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 11:45:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 12:00:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 12:15:00;0,3;2,2;0,0;0,0;0,0;0,24;2,58;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 12:30:00;0,3;2,2;0,0;0,0;0,0;0,2;1,91;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 12:45:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 13:00:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 13:15:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 13:30:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 13:45:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 14:00:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 14:15:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 14:30:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 14:45:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 15:00:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 15:15:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 15:30:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 15:45:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 16:00:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 16:15:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 16:30:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 16:45:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 17:00:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 17:15:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 17:30:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 17:45:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 18:00:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 18:15:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 18:30:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 18:45:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,44;4,37;0,7;5,7
2024-12-01 19:00:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,44;4,37;0,7;5,7
2024-12-01 19:15:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,44;4,37;0,7;5,7
2024-12-01 19:30:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,44;4,37;0,7;5,7
2024-12-01 19:45:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,44;4,37;0,7;5,7
2024-12-01 20:00:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,44;4,37;0,7;5,7
2024-12-01 20:15:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
2024-12-01 20:30:00;0,3;2,2;0,0;0,0;0,0;0,23;2,41;0,43;5,12;0,0;0,0;0,0;0,45;4,65;0,7;5,7
